h w p k r par_time seq_time
8192 8192 16 64 8 0.155925 0.419427
8192 8192 16 32 16 0.144038 0.415356
8192 8192 16 16 32 0.140803 0.416616
8192 8192 16 8 64 0.130699 0.416752
8192 8192 16 4 128 0.134916 0.428622
8192 8192 16 2 256 0.133803 0.428927
8192 8192 16 1 512 0.138766 0.416923
8192 8192 16 4 128 0.130418 0.415639
8192 8192 16 128 2 0.196697 0.415762
8192 8192 16 128 4 0.176302 0.415838
8192 8192 16 64 8 0.155629 0.416260
8192 8192 16 32 16 0.144809 0.417122
8192 8192 16 16 32 0.139735 0.417315
8192 8192 16 8 64 0.131919 0.416826
8192 8192 16 4 128 0.132337 0.415804
8192 8192 16 2 256 0.134797 0.418268
8192 8192 16 1 512 0.138161 0.429075
8192 8192 16 4 128 0.130890 0.417095
8192 8192 16 128 2 0.197449 0.418881
8192 8192 16 128 4 0.172172 0.418131
8192 8192 16 64 8 0.159361 0.428542
8192 8192 16 32 16 0.143512 0.415537
8192 8192 16 16 32 0.140797 0.415939
8192 8192 16 8 64 0.131046 0.415381
8192 8192 16 4 128 0.131639 0.415252
8192 8192 16 2 256 0.134478 0.429117
8192 8192 16 1 512 0.135286 0.428708
8192 8192 16 4 128 0.132066 0.421105
8192 8192 16 128 2 0.196994 0.415194
8192 8192 16 128 4 0.177756 0.428620
8192 8192 16 64 8 0.156261 0.415936
8192 8192 16 32 16 0.144106 0.415721
8192 8192 16 16 32 0.138842 0.415494
8192 8192 16 8 64 0.131874 0.417743
8192 8192 16 4 128 0.133105 0.415871
8192 8192 16 2 256 0.137160 0.428854
8192 8192 16 1 512 0.133377 0.418312
8192 8192 16 4 128 0.134797 0.428709
8192 8192 16 128 2 0.201865 0.428632
8192 8192 16 128 4 0.177845 0.415671
8192 8192 16 64 8 0.155962 0.416002
8192 8192 16 32 16 0.142343 0.416126
8192 8192 16 16 32 0.141324 0.418113
8192 8192 16 8 64 0.129236 0.419979
8192 8192 16 4 128 0.131786 0.417652
8192 8192 16 2 256 0.137215 0.417216
8192 8192 16 1 512 0.132333 0.417772
8192 8192 16 4 128 0.135111 0.428808
8192 8192 16 128 2 0.198929 0.428789
8192 8192 16 128 4 0.177332 0.423424
8192 8192 16 64 8 0.155474 0.418538
8192 8192 16 32 16 0.146024 0.415591
8192 8192 16 16 32 0.139682 0.417264
8192 8192 16 8 64 0.132580 0.417234
8192 8192 16 4 128 0.133375 0.428784
8192 8192 16 2 256 0.137489 0.417442
8192 8192 16 1 512 0.131493 0.422188
8192 8192 16 4 128 0.135432 0.417090
8192 8192 16 128 2 0.198503 0.429125
8192 8192 16 128 4 0.174972 0.420709
8192 8192 16 64 8 0.154662 0.429023
8192 8192 16 32 16 0.147099 0.428908
8192 8192 16 16 32 0.138132 0.415880
8192 8192 16 8 64 0.131663 0.428918
8192 8192 16 4 128 0.132693 0.428594
8192 8192 16 2 256 0.138255 0.418401
8192 8192 16 1 512 0.138476 0.428909
8192 8192 16 4 128 0.131836 0.416926
8192 8192 16 128 2 0.194297 0.415834
8192 8192 16 128 4 0.176717 0.417637
8192 8192 16 64 8 0.157628 0.429151
8192 8192 16 32 16 0.144159 0.415878
8192 8192 16 16 32 0.140414 0.428491
8192 8192 16 8 64 0.132341 0.416629
8192 8192 16 4 128 0.137746 0.428631
8192 8192 16 2 256 0.137067 0.415640
8192 8192 16 1 512 0.132572 0.418390
8192 8192 16 4 128 0.133408 0.420243
8192 8192 16 128 2 0.194322 0.415607
8192 8192 16 128 4 0.177893 0.415472
8192 8192 16 64 8 0.156650 0.415958
8192 8192 16 32 16 0.143600 0.416012
8192 8192 16 16 32 0.142192 0.428866
8192 8192 16 8 64 0.132392 0.416782
8192 8192 16 4 128 0.134396 0.420148
8192 8192 16 2 256 0.133644 0.417505
8192 8192 16 1 512 0.132613 0.415322
8192 8192 16 4 128 0.133347 0.429065
8192 8192 16 128 2 0.195858 0.415871
8192 8192 16 128 4 0.177196 0.416503
8192 8192 16 64 8 0.155573 0.408345
8192 8192 16 32 16 0.147475 0.428831
8192 8192 16 16 32 0.140191 0.415713
8192 8192 16 8 64 0.133548 0.419141
8192 8192 16 4 128 0.133312 0.418406
8192 8192 16 2 256 0.136349 0.415696
8192 8192 16 1 512 0.136122 0.418126
8192 8192 16 4 128 0.133055 0.428684
8192 8192 16 128 2 0.195863 0.417501
8192 8192 16 128 4 0.175349 0.428905
8192 8192 16 64 8 0.157885 0.428947
8192 8192 16 32 16 0.147170 0.428759
8192 8192 16 16 32 0.141749 0.429066
8192 8192 16 8 64 0.131117 0.428225
8192 8192 16 4 128 0.132362 0.418577
8192 8192 16 2 256 0.134498 0.416060
8192 8192 16 1 512 0.131825 0.417078
8192 8192 16 4 128 0.133508 0.418696
8192 8192 16 128 2 0.196948 0.428903
8192 8192 16 128 4 0.174731 0.415943
8192 8192 16 64 8 0.156668 0.422540
8192 8192 16 32 16 0.147277 0.428947
8192 8192 16 16 32 0.139234 0.420218
8192 8192 16 8 64 0.131061 0.417148
8192 8192 16 4 128 0.130778 0.415557
8192 8192 16 2 256 0.137153 0.428621
8192 8192 16 1 512 0.133323 0.428646
8192 8192 16 4 128 0.132941 0.428839
8192 8192 16 128 2 0.192676 0.417049
8192 8192 16 128 4 0.175814 0.416617
8192 8192 16 64 8 0.154887 0.415365
8192 8192 16 32 16 0.144111 0.415640
8192 8192 16 16 32 0.137780 0.415832
8192 8192 16 8 64 0.129529 0.415956
8192 8192 16 4 128 0.133606 0.428964
8192 8192 16 2 256 0.133688 0.417541
8192 8192 16 1 512 0.135018 0.422626
8192 8192 16 4 128 0.132114 0.416603
8192 8192 16 128 2 0.194967 0.417550
8192 8192 16 128 4 0.177304 0.428983
8192 8192 16 64 8 0.154555 0.428536
8192 8192 16 32 16 0.144784 0.415739
8192 8192 16 16 32 0.140156 0.416459
8192 8192 16 8 64 0.131429 0.429417
8192 8192 16 4 128 0.133689 0.415968
8192 8192 16 2 256 0.133720 0.419496
8192 8192 16 1 512 0.135011 0.416812
8192 8192 16 4 128 0.132911 0.420646
8192 8192 16 128 2 0.197487 0.418157
8192 8192 16 128 4 0.174761 0.415657
8192 8192 16 64 8 0.156487 0.418856
8192 8192 16 32 16 0.144400 0.418110
8192 8192 16 16 32 0.139734 0.421697
8192 8192 16 8 64 0.132699 0.428607
8192 8192 16 4 128 0.133333 0.417405
8192 8192 16 2 256 0.136727 0.428991
8192 8192 16 1 512 0.134694 0.418639
8192 8192 16 4 128 0.133127 0.417522
8192 8192 16 128 2 0.197878 0.428406
8192 8192 16 128 4 0.176048 0.415600
8192 8192 16 64 8 0.156457 0.415320
8192 8192 16 32 16 0.144088 0.428417
8192 8192 16 16 32 0.138372 0.416387
8192 8192 16 8 64 0.130769 0.415486
8192 8192 16 4 128 0.131035 0.415720
8192 8192 16 2 256 0.137294 0.421662
8192 8192 16 1 512 0.139386 0.416021
8192 8192 16 4 128 0.133142 0.411017
8192 8192 16 128 2 0.196221 0.428453
8192 8192 16 128 4 0.175079 0.417021
8192 8192 16 64 8 0.155994 0.415786
8192 8192 16 32 16 0.146538 0.428509
8192 8192 16 16 32 0.139999 0.416929
8192 8192 16 8 64 0.131548 0.417009
8192 8192 16 4 128 0.135033 0.415598
8192 8192 16 2 256 0.133713 0.418804
8192 8192 16 1 512 0.132790 0.416148
8192 8192 16 4 128 0.130366 0.414562
8192 8192 16 128 2 0.198277 0.428612
8192 8192 16 128 4 0.175183 0.416778
8192 8192 16 64 8 0.156052 0.415477
8192 8192 16 32 16 0.145326 0.417993
8192 8192 16 16 32 0.140169 0.415809
8192 8192 16 8 64 0.131570 0.415753
8192 8192 16 4 128 0.132285 0.416869
8192 8192 16 2 256 0.133644 0.416609
8192 8192 16 1 512 0.134192 0.419201
8192 8192 16 4 128 0.133444 0.415256
8192 8192 16 128 2 0.196270 0.418311
8192 8192 16 128 4 0.177756 0.428465
8192 8192 16 64 8 0.156389 0.418521
8192 8192 16 32 16 0.147019 0.429095
8192 8192 16 16 32 0.140045 0.417724
8192 8192 16 8 64 0.131167 0.416777
8192 8192 16 4 128 0.134874 0.428606
8192 8192 16 2 256 0.135156 0.415851
8192 8192 16 1 512 0.136402 0.417136
8192 8192 16 4 128 0.134153 0.418144
8192 8192 16 128 2 0.196415 0.415903
8192 8192 16 128 4 0.176315 0.415554
8192 8192 16 64 8 0.156263 0.418165
8192 8192 16 32 16 0.146795 0.428926
8192 8192 16 16 32 0.141507 0.428784
8192 8192 16 8 64 0.131866 0.417513
8192 8192 16 4 128 0.131930 0.416021
8192 8192 16 2 256 0.132658 0.416930
8192 8192 16 1 512 0.133547 0.417550
8192 8192 16 4 128 0.135231 0.428920
8192 8192 16 128 2 0.197232 0.415726
8192 8192 16 128 4 0.177329 0.416007
8192 8192 16 64 8 0.155137 0.415804
8192 8192 16 32 16 0.145079 0.416090
8192 8192 16 16 32 0.140164 0.415712
8192 8192 16 8 64 0.131832 0.429165
8192 8192 16 4 128 0.133673 0.417761
8192 8192 16 2 256 0.135283 0.414725
8192 8192 16 1 512 0.136017 0.416731
8192 8192 16 4 128 0.133687 0.415828
8192 8192 16 128 2 0.196142 0.415706
8192 8192 16 128 4 0.175670 0.416897
8192 8192 16 64 8 0.156793 0.417391
8192 8192 16 32 16 0.145316 0.417856
8192 8192 16 16 32 0.138612 0.416363
8192 8192 16 8 64 0.133072 0.417379
8192 8192 16 4 128 0.132915 0.416327
8192 8192 16 2 256 0.137593 0.415771
8192 8192 16 1 512 0.136024 0.418137
8192 8192 16 4 128 0.131386 0.411286
8192 8192 16 128 2 0.198445 0.421481
8192 8192 16 128 4 0.177857 0.429342
8192 8192 16 64 8 0.156997 0.418333
8192 8192 16 32 16 0.145902 0.415596
8192 8192 16 16 32 0.139441 0.417500
8192 8192 16 8 64 0.132733 0.416023
8192 8192 16 4 128 0.132881 0.415327
8192 8192 16 2 256 0.136167 0.417290
8192 8192 16 1 512 0.140942 0.428777
8192 8192 16 4 128 0.133002 0.420274
8192 8192 16 128 2 0.198557 0.417711
8192 8192 16 128 4 0.173642 0.416551
8192 8192 16 64 8 0.155355 0.423612
8192 8192 16 32 16 0.147568 0.428620
8192 8192 16 16 32 0.139877 0.417023
8192 8192 16 8 64 0.132122 0.415421
8192 8192 16 4 128 0.132145 0.416042
8192 8192 16 2 256 0.135180 0.416318
8192 8192 16 1 512 0.139811 0.417677
8192 8192 16 4 128 0.132498 0.416348
8192 8192 16 128 2 0.199748 0.428709
8192 8192 16 128 4 0.175248 0.415995
8192 8192 16 64 8 0.155315 0.416642
8192 8192 16 32 16 0.146063 0.415850
8192 8192 16 16 32 0.140895 0.416522
8192 8192 16 8 64 0.130577 0.417756
8192 8192 16 4 128 0.134120 0.415732
8192 8192 16 2 256 0.133242 0.415907
8192 8192 16 1 512 0.141514 0.428741
8192 8192 16 4 128 0.133631 0.417571
8192 8192 16 128 2 0.196401 0.428707
8192 8192 16 128 4 0.176780 0.428351
8192 8192 16 64 8 0.156073 0.416525
8192 8192 16 32 16 0.145472 0.415919
8192 8192 16 16 32 0.140002 0.416908
8192 8192 16 8 64 0.131566 0.428573
8192 8192 16 4 128 0.134270 0.418453
8192 8192 16 2 256 0.136740 0.415633
8192 8192 16 1 512 0.138769 0.415645
8192 8192 16 4 128 0.132542 0.418402
8192 8192 16 128 2 0.196040 0.417878
8192 8192 16 128 4 0.173254 0.419584
8192 8192 16 64 8 0.156672 0.415788
8192 8192 16 32 16 0.145237 0.415625
8192 8192 16 16 32 0.140886 0.415628
8192 8192 16 8 64 0.132812 0.416227
8192 8192 16 4 128 0.138064 0.428840
8192 8192 16 2 256 0.137995 0.416342
8192 8192 16 1 512 0.134486 0.413652
8192 8192 16 4 128 0.133321 0.416939
8192 8192 16 128 2 0.201031 0.428891
8192 8192 16 128 4 0.175328 0.415967
8192 8192 16 64 8 0.156862 0.415613
8192 8192 16 32 16 0.146209 0.415764
8192 8192 16 16 32 0.139168 0.415623
8192 8192 16 8 64 0.130215 0.415354
8192 8192 16 4 128 0.132841 0.419670
8192 8192 16 2 256 0.135766 0.417697
8192 8192 16 1 512 0.133003 0.416428
8192 8192 16 4 128 0.133176 0.415366
8192 8192 16 128 2 0.197449 0.413303
8192 8192 16 128 4 0.175563 0.415266
8192 8192 16 64 8 0.156843 0.428917
8192 8192 16 32 16 0.147429 0.428857
8192 8192 16 16 32 0.141959 0.418957
8192 8192 16 8 64 0.131352 0.428930
8192 8192 16 4 128 0.132737 0.417767
8192 8192 16 2 256 0.135450 0.415753
8192 8192 16 1 512 0.134804 0.419933
8192 8192 16 4 128 0.134438 0.418037
8192 8192 16 128 2 0.193856 0.417343
8192 8192 16 128 4 0.177219 0.417321
8192 8192 16 64 8 0.154683 0.428892
8192 8192 16 32 16 0.147142 0.422616
8192 8192 16 16 32 0.140621 0.416732
8192 8192 16 8 64 0.132552 0.419840
8192 8192 16 4 128 0.133358 0.417616
8192 8192 16 2 256 0.136550 0.417439
8192 8192 16 1 512 0.136148 0.416594
8192 8192 16 4 128 0.132218 0.415333
8192 8192 16 128 2 0.197516 0.417607
8192 8192 16 128 4 0.173431 0.418163
8192 8192 16 64 8 0.158988 0.428931
8192 8192 16 32 16 0.144279 0.419975
8192 8192 16 16 32 0.140047 0.415606
8192 8192 16 8 64 0.134177 0.428741
8192 8192 16 4 128 0.134099 0.417577
8192 8192 16 2 256 0.135847 0.416090
8192 8192 16 1 512 0.131517 0.415888
8192 8192 16 4 128 0.132278 0.419757
8192 8192 16 128 2 0.196610 0.419134
8192 8192 16 128 4 0.178208 0.428531
8192 8192 16 64 8 0.156452 0.415724
8192 8192 16 32 16 0.145410 0.415666
8192 8192 16 16 32 0.140835 0.416594
8192 8192 16 8 64 0.130082 0.415915
8192 8192 16 4 128 0.133062 0.418145
8192 8192 16 2 256 0.134713 0.416462
8192 8192 16 1 512 0.136351 0.428737
8192 8192 16 4 128 0.134195 0.415016
8192 8192 16 128 2 0.198829 0.417212
8192 8192 16 128 4 0.176568 0.415557
8192 8192 16 64 8 0.157974 0.429165
8192 8192 16 32 16 0.146714 0.415825
8192 8192 16 16 32 0.140750 0.416335
8192 8192 16 8 64 0.130827 0.428540
8192 8192 16 4 128 0.136213 0.415856
8192 8192 16 2 256 0.135908 0.417155
8192 8192 16 1 512 0.134465 0.417951
8192 8192 16 4 128 0.133289 0.429484
8192 8192 16 128 2 0.194803 0.415481
8192 8192 16 128 4 0.175343 0.415662
8192 8192 16 64 8 0.155197 0.419522
8192 8192 16 32 16 0.147202 0.415883
8192 8192 16 16 32 0.140296 0.414011
8192 8192 16 8 64 0.129232 0.412044
8192 8192 16 4 128 0.132431 0.415235
8192 8192 16 2 256 0.135600 0.417404
8192 8192 16 1 512 0.140395 0.419056
8192 8192 16 4 128 0.135089 0.416243
8192 8192 16 128 2 0.198348 0.415926
8192 8192 16 128 4 0.177010 0.418862
8192 8192 16 64 8 0.157252 0.429031
8192 8192 16 32 16 0.145214 0.417702
8192 8192 16 16 32 0.139076 0.417351
8192 8192 16 8 64 0.132176 0.416715
8192 8192 16 4 128 0.131155 0.415817
8192 8192 16 2 256 0.133044 0.418749
8192 8192 16 1 512 0.134174 0.418728
8192 8192 16 4 128 0.132206 0.415432
8192 8192 16 128 2 0.193688 0.416179
8192 8192 16 128 4 0.175930 0.428979
8192 8192 16 64 8 0.154891 0.415648
8192 8192 16 32 16 0.145319 0.417217
8192 8192 16 16 32 0.138458 0.418196
8192 8192 16 8 64 0.132007 0.428783
8192 8192 16 4 128 0.134321 0.417183
8192 8192 16 2 256 0.134718 0.428650
8192 8192 16 1 512 0.133067 0.418123
8192 8192 16 4 128 0.133151 0.418882
8192 8192 16 128 2 0.195958 0.415571
8192 8192 16 128 4 0.176277 0.415669
8192 8192 16 64 8 0.156169 0.415980
8192 8192 16 32 16 0.145289 0.428876
8192 8192 16 16 32 0.140867 0.417667
8192 8192 16 8 64 0.133667 0.430242
8192 8192 16 4 128 0.133290 0.428474
8192 8192 16 2 256 0.134846 0.416720
8192 8192 16 1 512 0.135064 0.415771
8192 8192 16 4 128 0.129840 0.416287
