8192 8192 16 256 2 0.230970 0.406104
8192 8192 16 256 4 0.240157 0.403864
8192 8192 16 256 8 0.281491 0.403823
8192 8192 16 256 16 0.368280 0.409613
8192 8192 16 256 32 0.421105 0.404865
8192 8192 16 256 64 0.440956 0.403740
8192 8192 16 256 128 0.461235 0.403484
8192 8192 16 256 256 0.479623 0.409464
8192 8192 16 256 512 0.470503 0.407745
8192 8192 16 256 2 0.231269 0.409855
8192 8192 16 256 4 0.241096 0.404291
8192 8192 16 256 8 0.282811 0.401358
8192 8192 16 256 16 0.370835 0.403986
8192 8192 16 256 32 0.420168 0.404577
8192 8192 16 256 64 0.436048 0.403930
8192 8192 16 256 128 0.466259 0.403320
8192 8192 16 256 256 0.472685 0.403668
8192 8192 16 256 512 0.473124 0.403411
8192 8192 16 256 2 0.232308 0.404665
8192 8192 16 256 4 0.242678 0.403836
8192 8192 16 256 8 0.282636 0.403815
8192 8192 16 256 16 0.371852 0.409496
8192 8192 16 256 32 0.422095 0.404230
8192 8192 16 256 64 0.436007 0.403394
8192 8192 16 256 128 0.470052 0.409478
8192 8192 16 256 256 0.475819 0.403335
8192 8192 16 256 512 0.483959 0.403333
8192 8192 16 256 2 0.231008 0.404461
8192 8192 16 256 4 0.243015 0.403377
8192 8192 16 256 8 0.283079 0.403295
8192 8192 16 256 16 0.371318 0.401674
8192 8192 16 256 32 0.430442 0.410007
8192 8192 16 256 64 0.451215 0.403548
8192 8192 16 256 128 0.454891 0.403368
8192 8192 16 256 256 0.468492 0.403512
8192 8192 16 256 512 0.486242 0.403401
8192 8192 16 256 2 0.229684 0.404067
8192 8192 16 256 4 0.242538 0.403672
8192 8192 16 256 8 0.283540 0.409407
8192 8192 16 256 16 0.369891 0.403479
8192 8192 16 256 32 0.421428 0.404679
8192 8192 16 256 64 0.451004 0.409588
8192 8192 16 256 128 0.457647 0.403328
8192 8192 16 256 256 0.477184 0.403244
8192 8192 16 256 512 0.477493 0.403739
8192 8192 16 256 2 0.232653 0.404307
8192 8192 16 256 4 0.242354 0.403704
8192 8192 16 256 8 0.280962 0.403778
8192 8192 16 256 16 0.371152 0.409735
8192 8192 16 256 32 0.434940 0.409661
8192 8192 16 256 64 0.435348 0.403372
8192 8192 16 256 128 0.465370 0.403365
8192 8192 16 256 256 0.474222 0.403410
8192 8192 16 256 512 0.481245 0.403677
8192 8192 16 256 2 0.230973 0.403895
8192 8192 16 256 4 0.242163 0.404380
8192 8192 16 256 8 0.282921 0.403824
8192 8192 16 256 16 0.370441 0.403742
8192 8192 16 256 32 0.435732 0.404061
8192 8192 16 256 64 0.442702 0.403038
8192 8192 16 256 128 0.456205 0.403354
8192 8192 16 256 256 0.473511 0.402667
8192 8192 16 256 512 0.483433 0.403459
8192 8192 16 256 2 0.232218 0.409538
8192 8192 16 256 4 0.241936 0.403544
8192 8192 16 256 8 0.280927 0.403349
8192 8192 16 256 16 0.370631 0.403851
8192 8192 16 256 32 0.420749 0.403716
8192 8192 16 256 64 0.436731 0.403778
8192 8192 16 256 128 0.460707 0.403449
8192 8192 16 256 256 0.473424 0.403364
8192 8192 16 256 512 0.461801 0.403711
8192 8192 16 256 2 0.233171 0.403772
8192 8192 16 256 4 0.242225 0.403601
8192 8192 16 256 8 0.282879 0.403329
8192 8192 16 256 16 0.370731 0.403709
8192 8192 16 256 32 0.421011 0.404113
8192 8192 16 256 64 0.450929 0.403680
8192 8192 16 256 128 0.457429 0.403765
8192 8192 16 256 256 0.474812 0.403297
8192 8192 16 256 512 0.471557 0.404011
8192 8192 16 256 2 0.231194 0.404029
8192 8192 16 256 4 0.242315 0.403830
8192 8192 16 256 8 0.281735 0.403646
8192 8192 16 256 16 0.370429 0.404607
8192 8192 16 256 32 0.420883 0.403639
8192 8192 16 256 64 0.438373 0.403375
8192 8192 16 256 128 0.461838 0.403550
8192 8192 16 256 256 0.476441 0.404104
8192 8192 16 256 512 0.474943 0.410172
8192 8192 16 256 2 0.232358 0.403887
8192 8192 16 256 4 0.243122 0.409972
8192 8192 16 256 8 0.283858 0.403863
8192 8192 16 256 16 0.369483 0.404511
8192 8192 16 256 32 0.420652 0.403416
8192 8192 16 256 64 0.436445 0.403533
8192 8192 16 256 128 0.464461 0.403555
8192 8192 16 256 256 0.473277 0.404030
8192 8192 16 256 512 0.482259 0.404356
8192 8192 16 256 2 0.232254 0.403944
8192 8192 16 256 4 0.244667 0.409860
8192 8192 16 256 8 0.285177 0.409989
8192 8192 16 256 16 0.370540 0.404474
8192 8192 16 256 32 0.429725 0.403449
8192 8192 16 256 64 0.431167 0.403554
8192 8192 16 256 128 0.462784 0.403467
8192 8192 16 256 256 0.474146 0.403618
8192 8192 16 256 512 0.469813 0.404350
8192 8192 16 256 2 0.232571 0.403864
8192 8192 16 256 4 0.243144 0.403606
8192 8192 16 256 8 0.283213 0.404219
8192 8192 16 256 16 0.368129 0.404566
8192 8192 16 256 32 0.424008 0.403613
8192 8192 16 256 64 0.436997 0.403451
8192 8192 16 256 128 0.457359 0.403666
8192 8192 16 256 256 0.466754 0.403726
8192 8192 16 256 512 0.460632 0.403857
8192 8192 16 256 2 0.232112 0.403906
8192 8192 16 256 4 0.242711 0.403944
8192 8192 16 256 8 0.281381 0.403841
8192 8192 16 256 16 0.370065 0.404213
8192 8192 16 256 32 0.422475 0.403511
8192 8192 16 256 64 0.441793 0.403412
8192 8192 16 256 128 0.463753 0.403479
8192 8192 16 256 256 0.470919 0.402921
8192 8192 16 256 512 0.476979 0.403961
8192 8192 16 256 2 0.233476 0.403741
8192 8192 16 256 4 0.242236 0.403782
8192 8192 16 256 8 0.283335 0.403634
8192 8192 16 256 16 0.367728 0.404507
8192 8192 16 256 32 0.422840 0.403461
8192 8192 16 256 64 0.435041 0.402772
8192 8192 16 256 128 0.464019 0.403474
8192 8192 16 256 256 0.477217 0.402900
8192 8192 16 256 512 0.468997 0.404165
8192 8192 16 256 2 0.231440 0.403919
8192 8192 16 256 4 0.242072 0.403402
8192 8192 16 256 8 0.281511 0.403720
8192 8192 16 256 16 0.369940 0.404672
8192 8192 16 256 32 0.423492 0.403661
8192 8192 16 256 64 0.438982 0.403436
8192 8192 16 256 128 0.465301 0.403511
8192 8192 16 256 256 0.483914 0.403675
8192 8192 16 256 512 0.489150 0.404297
8192 8192 16 256 2 0.232541 0.402788
8192 8192 16 256 4 0.242790 0.403475
8192 8192 16 256 8 0.283277 0.403330
8192 8192 16 256 16 0.368364 0.404407
8192 8192 16 256 32 0.421077 0.401644
8192 8192 16 256 64 0.441103 0.403327
8192 8192 16 256 128 0.473235 0.403540
8192 8192 16 256 256 0.468858 0.403845
8192 8192 16 256 512 0.474391 0.409613
8192 8192 16 256 2 0.232287 0.403689
8192 8192 16 256 4 0.241821 0.403565
8192 8192 16 256 8 0.281475 0.403426
8192 8192 16 256 16 0.368442 0.405163
8192 8192 16 256 32 0.424845 0.403568
8192 8192 16 256 64 0.431792 0.403453
8192 8192 16 256 128 0.459925 0.403324
8192 8192 16 256 256 0.469344 0.403454
8192 8192 16 256 512 0.483968 0.404105
8192 8192 16 256 2 0.231966 0.403726
8192 8192 16 256 4 0.240132 0.403171
8192 8192 16 256 8 0.283090 0.403592
8192 8192 16 256 16 0.370151 0.404062
8192 8192 16 256 32 0.423473 0.409337
8192 8192 16 256 64 0.432566 0.403359
8192 8192 16 256 128 0.465477 0.403401
8192 8192 16 256 256 0.470083 0.404077
8192 8192 16 256 512 0.467005 0.403581
8192 8192 16 256 2 0.232137 0.409521
8192 8192 16 256 4 0.241661 0.403586
8192 8192 16 256 8 0.281667 0.404155
8192 8192 16 256 16 0.370486 0.409457
8192 8192 16 256 32 0.427536 0.409399
8192 8192 16 256 64 0.440867 0.403492
8192 8192 16 256 128 0.467289 0.404109
8192 8192 16 256 256 0.482328 0.409399
8192 8192 16 256 512 0.474850 0.409714
8192 8192 16 256 2 0.233861 0.410046
8192 8192 16 256 4 0.243057 0.406723
8192 8192 16 256 8 0.283930 0.404508
8192 8192 16 256 16 0.370127 0.404291
8192 8192 16 256 32 0.430934 0.409678
8192 8192 16 256 64 0.450274 0.404024
8192 8192 16 256 128 0.455929 0.403547
8192 8192 16 256 256 0.482840 0.409547
8192 8192 16 256 512 0.485802 0.404260
8192 8192 16 256 2 0.232704 0.405204
8192 8192 16 256 4 0.242245 0.404387
8192 8192 16 256 8 0.283422 0.405156
8192 8192 16 256 16 0.368294 0.405417
8192 8192 16 256 32 0.423282 0.406085
8192 8192 16 256 64 0.443133 0.403232
8192 8192 16 256 128 0.468648 0.404706
8192 8192 16 256 256 0.476498 0.403440
8192 8192 16 256 512 0.473800 0.403861
8192 8192 16 256 2 0.232619 0.404021
8192 8192 16 256 4 0.242871 0.403670
8192 8192 16 256 8 0.283333 0.403681
8192 8192 16 256 16 0.370840 0.404002
8192 8192 16 256 32 0.425208 0.404715
8192 8192 16 256 64 0.437767 0.403437
8192 8192 16 256 128 0.458771 0.403548
8192 8192 16 256 256 0.476678 0.404052
8192 8192 16 256 512 0.490404 0.404114
8192 8192 16 256 2 0.232274 0.403824
8192 8192 16 256 4 0.242675 0.403682
8192 8192 16 256 8 0.281323 0.403729
8192 8192 16 256 16 0.369423 0.404265
8192 8192 16 256 32 0.422340 0.403448
8192 8192 16 256 64 0.434521 0.403731
8192 8192 16 256 128 0.456020 0.403241
8192 8192 16 256 256 0.471079 0.403961
8192 8192 16 256 512 0.481679 0.403758
8192 8192 16 256 2 0.233664 0.409698
8192 8192 16 256 4 0.243329 0.403938
8192 8192 16 256 8 0.284310 0.406030
8192 8192 16 256 16 0.370444 0.404312
8192 8192 16 256 32 0.419907 0.404687
8192 8192 16 256 64 0.438430 0.404747
8192 8192 16 256 128 0.461388 0.403802
8192 8192 16 256 256 0.483663 0.403919
8192 8192 16 256 512 0.487163 0.403815
8192 8192 16 256 2 0.230082 0.403357
8192 8192 16 256 4 0.242009 0.405020
8192 8192 16 256 8 0.282644 0.409361
8192 8192 16 256 16 0.370897 0.404136
8192 8192 16 256 32 0.424016 0.403936
8192 8192 16 256 64 0.442127 0.403445
8192 8192 16 256 128 0.464992 0.403729
8192 8192 16 256 256 0.469731 0.404981
8192 8192 16 256 512 0.478171 0.409540
8192 8192 16 256 2 0.232599 0.404858
8192 8192 16 256 4 0.242153 0.403666
8192 8192 16 256 8 0.282901 0.403725
8192 8192 16 256 16 0.370305 0.403918
8192 8192 16 256 32 0.422388 0.403532
8192 8192 16 256 64 0.434938 0.403431
8192 8192 16 256 128 0.459925 0.403461
8192 8192 16 256 256 0.472266 0.403645
8192 8192 16 256 512 0.477917 0.403908
8192 8192 16 256 2 0.231633 0.403546
8192 8192 16 256 4 0.240902 0.403868
8192 8192 16 256 8 0.283013 0.403115
8192 8192 16 256 16 0.369927 0.404062
8192 8192 16 256 32 0.420798 0.403287
8192 8192 16 256 64 0.444126 0.403690
8192 8192 16 256 128 0.451280 0.403474
8192 8192 16 256 256 0.480000 0.404305
8192 8192 16 256 512 0.485597 0.403963
8192 8192 16 256 2 0.232024 0.403693
8192 8192 16 256 4 0.240960 0.398001
8192 8192 16 256 8 0.283914 0.403958
8192 8192 16 256 16 0.370445 0.403805
8192 8192 16 256 32 0.423842 0.403598
8192 8192 16 256 64 0.444862 0.403453
8192 8192 16 256 128 0.463527 0.403962
8192 8192 16 256 256 0.474926 0.404455
8192 8192 16 256 512 0.473766 0.403531
8192 8192 16 256 2 0.232308 0.403740
8192 8192 16 256 4 0.242723 0.403764
8192 8192 16 256 8 0.282745 0.404268
8192 8192 16 256 16 0.370618 0.404161
8192 8192 16 256 32 0.425715 0.403645
8192 8192 16 256 64 0.439128 0.403228
8192 8192 16 256 128 0.462290 0.403671
8192 8192 16 256 256 0.476966 0.404448
8192 8192 16 256 512 0.488272 0.403371
8192 8192 16 256 2 0.232942 0.403670
8192 8192 16 256 4 0.243315 0.403859
8192 8192 16 256 8 0.282346 0.404460
8192 8192 16 256 16 0.370763 0.403131
8192 8192 16 256 32 0.432461 0.409537
8192 8192 16 256 64 0.434016 0.403461
8192 8192 16 256 128 0.465583 0.402810
8192 8192 16 256 256 0.477237 0.404054
8192 8192 16 256 512 0.481725 0.403134
8192 8192 16 256 2 0.231210 0.402893
8192 8192 16 256 4 0.243548 0.403903
8192 8192 16 256 8 0.283287 0.404085
8192 8192 16 256 16 0.370805 0.403659
8192 8192 16 256 32 0.422571 0.403473
8192 8192 16 256 64 0.437013 0.403474
8192 8192 16 256 128 0.465526 0.403795
8192 8192 16 256 256 0.471601 0.404087
8192 8192 16 256 512 0.484889 0.402140
8192 8192 16 256 2 0.232727 0.403762
8192 8192 16 256 4 0.243172 0.403578
8192 8192 16 256 8 0.282872 0.403991
8192 8192 16 256 16 0.368809 0.403899
8192 8192 16 256 32 0.421770 0.402510
8192 8192 16 256 64 0.444034 0.403421
8192 8192 16 256 128 0.461334 0.403662
8192 8192 16 256 256 0.475449 0.404104
8192 8192 16 256 512 0.462647 0.403962
8192 8192 16 256 2 0.229975 0.403605
8192 8192 16 256 4 0.242766 0.403663
8192 8192 16 256 8 0.282533 0.404318
8192 8192 16 256 16 0.370877 0.403772
8192 8192 16 256 32 0.422335 0.403886
8192 8192 16 256 64 0.443140 0.403499
8192 8192 16 256 128 0.455179 0.403766
8192 8192 16 256 256 0.469320 0.403742
8192 8192 16 256 512 0.465684 0.403463
8192 8192 16 256 2 0.231085 0.403809
8192 8192 16 256 4 0.242994 0.403686
8192 8192 16 256 8 0.282069 0.403937
8192 8192 16 256 16 0.370611 0.403665
8192 8192 16 256 32 0.422820 0.403532
8192 8192 16 256 64 0.437058 0.403730
8192 8192 16 256 128 0.467859 0.409581
8192 8192 16 256 256 0.482819 0.402770
8192 8192 16 256 512 0.472788 0.403362
8192 8192 16 256 2 0.232644 0.403791
8192 8192 16 256 4 0.242428 0.404147
8192 8192 16 256 8 0.284016 0.403773
8192 8192 16 256 16 0.370446 0.402870
8192 8192 16 256 32 0.422989 0.403467
8192 8192 16 256 64 0.438095 0.403554
8192 8192 16 256 128 0.475149 0.404484
8192 8192 16 256 256 0.479311 0.403237
8192 8192 16 256 512 0.461267 0.403456
8192 8192 16 256 2 0.232814 0.403796
8192 8192 16 256 4 0.242574 0.403362
8192 8192 16 256 8 0.281409 0.403961
8192 8192 16 256 16 0.368850 0.403506
8192 8192 16 256 32 0.424852 0.403480
8192 8192 16 256 64 0.438990 0.402724
8192 8192 16 256 128 0.458831 0.403999
8192 8192 16 256 256 0.472241 0.402633
8192 8192 16 256 512 0.466012 0.403498
8192 8192 16 256 2 0.232764 0.403416
8192 8192 16 256 4 0.241426 0.404657
8192 8192 16 256 8 0.283133 0.403545
8192 8192 16 256 16 0.370531 0.409971
8192 8192 16 256 32 0.423766 0.403437
8192 8192 16 256 64 0.440073 0.409564
8192 8192 16 256 128 0.462707 0.403968
8192 8192 16 256 256 0.472272 0.403435
8192 8192 16 256 512 0.462415 0.403616
8192 8192 16 256 2 0.234017 0.403656
8192 8192 16 256 4 0.243280 0.404636
8192 8192 16 256 8 0.282457 0.404308
8192 8192 16 256 16 0.371661 0.403597
8192 8192 16 256 32 0.424235 0.403397
8192 8192 16 256 64 0.435325 0.403941
8192 8192 16 256 128 0.475452 0.403882
8192 8192 16 256 256 0.476327 0.404092
8192 8192 16 256 512 0.460681 0.404018
8192 8192 16 256 2 0.232023 0.405541
8192 8192 16 256 4 0.244075 0.406709
8192 8192 16 256 8 0.283493 0.404543
8192 8192 16 256 16 0.369292 0.403599
8192 8192 16 256 32 0.425592 0.403435
8192 8192 16 256 64 0.435141 0.405108
8192 8192 16 256 128 0.470267 0.404241
8192 8192 16 256 256 0.472653 0.403520
8192 8192 16 256 512 0.470560 0.405223
8192 8192 16 256 2 0.233348 0.404529
8192 8192 16 256 4 0.240851 0.405928
8192 8192 16 256 8 0.282302 0.405561
8192 8192 16 256 16 0.369303 0.405584
8192 8192 16 256 32 0.425117 0.403318
8192 8192 16 256 64 0.439365 0.404349
8192 8192 16 256 128 0.463574 0.405360
8192 8192 16 256 256 0.484434 0.404710
8192 8192 16 256 512 0.480463 0.404259
8192 8192 16 256 2 0.231641 0.404129
8192 8192 16 256 4 0.242979 0.407233
8192 8192 16 256 8 0.281071 0.402578
8192 8192 16 256 16 0.369026 0.404902
8192 8192 16 256 32 0.427143 0.404205
8192 8192 16 256 64 0.436461 0.404815
8192 8192 16 256 128 0.470135 0.403710
8192 8192 16 256 256 0.475673 0.403886
8192 8192 16 256 512 0.485779 0.403828
