h w p k r par_time seq_time
8192 32768 16 256 16 0.773311 1.601746
8192 32768 16 256 32 0.958959 1.601611
8192 32768 16 256 64 1.374836 1.602326
8192 32768 16 256 128 1.694150 1.625628
8192 32768 16 256 256 1.886849 1.623703
8192 32768 16 256 512 1.848719 1.624993
8192 32768 16 256 2 0.838028 1.602801
8192 32768 16 256 4 0.718441 1.602517
8192 32768 16 256 8 0.678184 1.603363
8192 32768 16 256 16 0.774367 1.602546
8192 32768 16 256 32 0.978345 1.625956
8192 32768 16 256 64 1.378384 1.602582
8192 32768 16 256 128 1.695986 1.601674
8192 32768 16 256 256 1.879540 1.599787
8192 32768 16 256 512 1.842463 1.600864
8192 32768 16 256 2 0.839682 1.601594
8192 32768 16 256 4 0.717147 1.602563
8192 32768 16 256 8 0.677874 1.602704
8192 32768 16 256 16 0.772695 1.602878
8192 32768 16 256 32 0.978871 1.603082
8192 32768 16 256 64 1.383626 1.603147
8192 32768 16 256 128 1.697519 1.601361
8192 32768 16 256 256 1.879440 1.600964
8192 32768 16 256 512 1.866248 1.600760
8192 32768 16 256 2 0.831538 1.601796
8192 32768 16 256 4 0.721137 1.624032
8192 32768 16 256 8 0.678535 1.602679
8192 32768 16 256 16 0.770563 1.602605
8192 32768 16 256 32 0.962414 1.602727
8192 32768 16 256 64 1.369132 1.603871
8192 32768 16 256 128 1.694917 1.600796
8192 32768 16 256 256 1.887026 1.602195
8192 32768 16 256 512 1.882541 1.600854
8192 32768 16 256 2 0.837252 1.601951
8192 32768 16 256 4 0.717018 1.602023
8192 32768 16 256 8 0.678114 1.602920
8192 32768 16 256 16 0.757749 1.599191
8192 32768 16 256 32 0.965121 1.602303
8192 32768 16 256 64 1.379517 1.602060
8192 32768 16 256 128 1.686104 1.600574
8192 32768 16 256 256 1.884114 1.600233
8192 32768 16 256 512 1.870164 1.600973
8192 32768 16 256 2 0.840285 1.600118
8192 32768 16 256 4 0.716561 1.601544
8192 32768 16 256 8 0.676097 1.601984
8192 32768 16 256 16 0.772069 1.601975
8192 32768 16 256 32 0.970331 1.602047
8192 32768 16 256 64 1.384346 1.601862
8192 32768 16 256 128 1.688428 1.600429
8192 32768 16 256 256 1.887579 1.600705
8192 32768 16 256 512 1.843085 1.601058
8192 32768 16 256 2 0.839666 1.602383
8192 32768 16 256 4 0.709678 1.599211
8192 32768 16 256 8 0.679008 1.601707
8192 32768 16 256 16 0.772383 1.602824
8192 32768 16 256 32 0.971191 1.601928
8192 32768 16 256 64 1.379139 1.600671
8192 32768 16 256 128 1.687046 1.600241
8192 32768 16 256 256 1.881819 1.600778
8192 32768 16 256 512 1.873765 1.602136
8192 32768 16 256 2 0.836367 1.601245
8192 32768 16 256 4 0.721627 1.624026
8192 32768 16 256 8 0.678241 1.600760
8192 32768 16 256 16 0.774980 1.601222
8192 32768 16 256 32 0.964466 1.600323
8192 32768 16 256 64 1.372343 1.601016
8192 32768 16 256 128 1.693202 1.600486
8192 32768 16 256 256 1.880465 1.601399
8192 32768 16 256 512 1.870065 1.601988
8192 32768 16 256 2 0.838964 1.601125
8192 32768 16 256 4 0.711985 1.600965
8192 32768 16 256 8 0.671179 1.601158
8192 32768 16 256 16 0.775249 1.600964
8192 32768 16 256 32 0.965640 1.600787
8192 32768 16 256 64 1.370839 1.600725
8192 32768 16 256 128 1.697450 1.600905
8192 32768 16 256 256 1.884815 1.601815
8192 32768 16 256 512 1.873657 1.598842
8192 32768 16 256 2 0.840866 1.600869
8192 32768 16 256 4 0.718146 1.601223
8192 32768 16 256 8 0.679278 1.599092
8192 32768 16 256 16 0.767480 1.600843
8192 32768 16 256 32 0.966812 1.601437
8192 32768 16 256 64 1.375182 1.625072
8192 32768 16 256 128 1.691286 1.600356
8192 32768 16 256 256 1.882115 1.601935
